review_id,resort,full_day_price,avg_rating,review,text_length,label,score
14,Perisher Ski Resort,1379.0,5.0,"A large interconnected Ski Resort with a variety of terrain difficulties and beautiful views.
During my most recent visit (15/7/25 to 18/7/25), conditions varied from frigid, windy and snowing to beautiful and sunny as seen in the attached photos. Snow levels were approximately 160cm at peak. Ski seasons are very variable in Australia due to climatic patterns and the effects of climate change.
The new Mount Perisher 6 Chair is very comfortable and significantly quicker than the chairs it replaces. A welcome upgrade.
Food on the mountain is expensive as you would expect from a Ski Resort but is generally okay with some particularly good restaurants available (See other reviews).
Crowds can be intense during the School Holidays and this period should be avoided if possible. Perisher staff are usually deployed to manage crowds. Avoid beginner slopes if possible as these will be more crowded.",901,POSITIVE,0.9995918869972228
15,Perisher Ski Resort,1379.0,3.0,"I would like to share a disappointing experience I had at Perisher Resort.
Yesterday, I purchased a morning lift ticket at around 11:00 AM from the ticket counter. The staff did not inform me that this ticket was only valid until 1:00 PM, and that it might be better to purchase an afternoon pass instead due to the time.
Later, I realized the limited validity of the morning ticket and returned to ask if I could change to an afternoon ticket. I was told this was not possible, and that I would have to pay an extra $34 for a full-day ticket.
After reading through the lift ticket terms and conditions on the official Perisher website (as shown in the attached image), I couldn’t find any policy that explicitly prohibits changing the time slot for a same-day ticket — especially when the ticket was purchased shortly before the morning session ended.
I believe this miscommunication cost me an extra $270 unnecessarily, and could have been avoided with a simple explanation or recommendation from the staff.
As someone who does not speak English fluently and was visiting Perisher for the first time alone, I feel that the staff should have made the situation clearer.
I hope Perisher Resort can improve the communication and ticketing process to help guests — especially international visitors — make more informed choices.
Thank you for your understanding.",1360,NEGATIVE,0.9996229410171508
16,Perisher Ski Resort,1379.0,5.0,"I had a ski lesson with Ping at Perisher, and she was fantastic! These lessons are all run very professionally by incredibly knowledgable Perisher staff. I would highly recommend this to all beginners before hitting the slopes, to help build confidence and learn important ski fundamentals.",290,POSITIVE,0.9994949102401732
17,Perisher Ski Resort,1379.0,2.0,"Vail group has made it clear that you should not expect any refund to costs in the event that you get sick or injured while visiting.
My child got sick and missed 30% of her trip.
Vail has refused a credit for this period as it was both after the start date and she was well enough to finish the trip.
Might need to look at alternatives in VIC for future trips if this is the 'service' given when issues occur.",410,NEGATIVE,0.9838303923606871
18,Perisher Ski Resort,1379.0,5.0,The best experienced i had in perisher valley. It was better than thredbo .We were here only for few hours as we were denied entry because of parking capacity full then we decided to came later around 3pm . It was snowing as soon as we entered the area . This was the best snow of all time .,291,POSITIVE,0.9995860457420348
19,Perisher Ski Resort,1379.0,1.0,"My mother is a single mother and she saved and saved up money for a whole year and when my birthday finally came, we couldn’t even get in because they had closed of the car park and we couldn’t get in. I was so sad and they never gave us a refund. It completely ruined my birthday and all we could do after that was drive all the way back to Sydney.",349,NEGATIVE,0.9995995163917542
20,Perisher Ski Resort,1379.0,5.0,The staff were great in the hire shop and very patient with all the customers. The staff that taught the little kids how to ski were amazing and really friendly and helpful to everyone. Made for a great time and experience,222,POSITIVE,0.9998581409454346
21,Perisher Ski Resort,1379.0,4.0,Beautiful location had plenty of snow. I wish there was an area with a big fireplace or something to warm up as it was so cold! The lodge area was not heated so there was little reprieve from the cold and limited food options.,226,NEGATIVE,0.9972344040870668
22,Perisher Ski Resort,1379.0,5.0,"All the shops and services eg ski hire are good quality, friendly and helpful with equipping skiers with the best gear. Plenty of places to eat. Handy iga supermarket",166,POSITIVE,0.999631643295288
23,Perisher Ski Resort,1379.0,4.0,"One of the localised places on the hill, ski in ski out (sort of). Beer and food at amusement Park prices, its got a a few options for food and drinks, chinese middle Eastern. Cafe. Plenty of seating. Pool tables. Bathrooms. I didnt stay in any of the rooms, but it looks OK.",275,POSITIVE,0.999394416809082
24,Perisher Ski Resort,1379.0,2.0,"Very disappointed with Vail Resorts.
Customer service is terrible.
Tried to talk to someone in management. They now only have AI chat bots to talk to. No phone number. And there offices have been closed down.
What’s life coming to when you can’t speak to a human and only AI is available.
Another gripe is that Perisher is short staffed. Cafes often have a 45 minute wait for a coffee.
Perisher took over all of the private run food on the mountain. Now close the places at a drop of a hat.
The mountain is not the same.
Also the maintenance of lifts, buildings, toilets doesn’t happen.
The place is falling apart. Afraid of a major incident occurring on a lift.",662,NEGATIVE,0.9995860457420348
25,Perisher Ski Resort,1379.0,1.0,"Disappointed experience. The kids’ ski lesson was poorly run — the instructor barely taught anything, and there was no feedback or follow-up. We were also forced to buy a lift ticket for the lesson, even though beginners don’t use the lift. It feels like unfair bundling.
Non-skiers in our group bought lift tickets too, but weren’t allowed to ride the lift without ski gear — this wasn’t mentioned on the website, so we wasted over $400.",438,NEGATIVE,0.9997889399528505
26,Perisher Ski Resort,1379.0,5.0,Perisher is a good resort. Large Snow play area for the little kids who aren’t skiing. During peak season parking gets full by 10AM. Decent food options.,153,POSITIVE,0.9996128678321838
27,Perisher Ski Resort,1379.0,5.0,Snow much fun ! On Saturday we got the chance to see fireworks. You can hire snow gear and get passes for traing ⛷️ skiing. You can hire toboggan from Rythm signings. Entry fee for the car is $30. We had lot of fun.,215,POSITIVE,0.9961509704589844
28,Perisher Ski Resort,1379.0,5.0,"Easy to get to on the bus. Lots of people and a real buzz. Don't take your car, the lot is full before 7am. Stay at Jindabyne if you're doing a cheap holiday. The resorts are $$$$$.",181,POSITIVE,0.8542937636375427
29,Perisher Ski Resort,1379.0,4.0,"Was a great ski ⛷️ experience. There are a lot of people during season time that’s a challenge for young inexperienced skiers.
Great open spot available for tobogganing. ",170,POSITIVE,0.9995759129524232
30,Perisher Ski Resort,1379.0,3.0,"Subject: Safety Concern at Perisher Ski Resort
Dear Perisher Ski Resort Team,
I’m writing this review in the hope that it prompts some changes to improve safety on the slopes. Currently, it appears that anyone — including those who have never skied before — can simply arrive at the resort, rent equipment from outside vendors, park, walk in, and head straight to the lifts without any skill check or guidance.
There seems to be no procedure or regulation in place to ensure that visitors have at least basic skiing or snowboarding skills before accessing the slopes. This lack of oversight increases the risk of injury — not only to inexperienced individuals but also to others on the mountain.
For example, a young lady had a loose snowboard hit her spine while she was sitting and listening to her instructor. The owner of the board had no idea how to ride it or how to place it face down so it doesn’t slide down the slope and hit someone.
I strongly suggest introducing a process to verify that all guests have at least basic ability before they’re allowed on certain slopes. Even a quick assessment or dedicated beginner check-in area could go a long way toward preventing accidents and making the resort safer for everyone.
Overall, I had a great time :).
Thank you for considering this feedback.",1303,NEGATIVE,0.9994884729385376
31,Mt Buller,1649.0,4.5,"Mt Buller is hands down one of the best ski resorts near Melbourne! I’ve been coming up every Sunday and it never disappoints — the slopes are well-maintained, and the overall vibe on the mountain is energetic and welcoming. My daughter has been taking private lessons, and her coach has been incredible — patient, knowledgeable, and genuinely invested in helping her improve. The progress she’s made has been amazing to watch. Whether you're a beginner or experienced skier, Mt Buller offers a fantastic snow experience for everyone. Highly recommend!",552,POSITIVE,0.9998619556427002
32,Mt Buller,1649.0,4.5,"Mount Buller in winter truly casts a spell! Even amidst a gentle mist, the pristine snow-covered landscapes and the crisp, invigorating mountain air weave an unforgettable tapestry of romance. From the shared thrills on the slopes to the cozy warmth by a crackling fire pit, and the breathtaking scenic chairlift rides offering intimate glimpses of the surrounding beauty, it's an absolutely incredible and deeply romantic alpine escape in Victoria. We're creating the most beautiful and cherished memories at Mount Buller this year. Five stars to Mount Buller for these overwhelmingly positive vibes and the most wonderfully romantic moments. I cannot express how incredibly grateful I am for this enchanting experience.",721,POSITIVE,0.9998620748519896
33,Mt Buller,1649.0,4.5,"What a magic adventure. We decided to take our whole family skiing this year, and we had a ball. We were lucky with great weather but most importantly the process of getting on the mountain and set up with gear and skis and the girls into ski school was awesome. It made everything easy and reduced any stress on our first time skiers. Thanks to the whole team for making it so easy and so much fun 👍🎿😁",402,POSITIVE,0.9997515082359314
34,Mt Buller,1649.0,4.5,"Experience at Mt Buller with kids, should try 1 time in their life to get fun. Freezer, cooler than Europ because the winder with ice.
Choose good model coach to get less tired for long trip around 4 hours drive, it is cheaper than use your all car and comfortable.
Can bring your all food, snack or hire snow clothes
Enjoyed",325,POSITIVE,0.8436200022697449
35,Mt Buller,1649.0,4.5,"Awesome.
Best thing is the accessible in all weather that make it a wonderful destination choice for the tourist and locals to spend time and enjoy the great outdoor activities like skiing, snowboarding and similar activities.
A wonderful and memorable day spent ✨️ 💖 💛",269,POSITIVE,0.9998348951339722
36,Mt Buller,1649.0,4.5,"I recently spent a long weekend at Mt Buller and honestly, I didn’t want to leave. The whole experience felt like stepping into a snow globe – from the moment we arrived, everything was covered in soft powder and the village had this cozy alpine charm.

The ski runs were well maintained and there was a great mix for all levels – I’m more of an intermediate skier, but my partner is a beginner and we both found slopes we loved. The lift lines were manageable even during the weekend rush, and the staff were friendly and helpful (especially the folks at the chairlifts – kudos to them for keeping things moving in the cold!).

The village itself had everything we needed – warm coffee shops, surprisingly good pizza, and a few pubs for après ski. We stayed in one of the lodges close to Bourke Street and could basically ski in and out, which made a huge difference.

That said, Mt Buller isn’t without its flaws. The resort can get very crowded on weekends and during school holidays, which means longer lift queues and busier slopes, especially around the main runs. Accommodation and food are on the pricier side — pretty standard for Aussie snow spots, but still something to factor in. Parking and access can be a bit of a mission too; if you’re not staying overnight, getting up the mountain and catching the shuttle with all your gear isn’t exactly seamless. And depending on the season, snow coverage can be a bit unpredictable — best to check the forecast before booking.

Still, despite the few unavailabilities and bad let-downs, Mt Buller totally lived up to the hype. Whether you're a first-timer or a seasoned skier, it’s well worth the trip. Already planning our next visit.",1691,POSITIVE,0.9995977282524108
37,Mt Buller,1649.0,4.5,"First Snow experience! Was hoping for snow fall during our visit. But we loved our experience. Kids all had fun, specially the kids at heart! The snow in the public areas are somewhat compacted, it's been a few days since the last snowfall and lots of visitors arriving everyday.
We went down to the trail heads and found untouched snow for the kids to play around. We made snowmen, snow angels and had a snowball fight! Looking forward to coming back again!",458,POSITIVE,0.9996393918991088
38,Mt Buller,1649.0,4.5,"Always a delight to go to Mt Buller during the snow season. Well maintained pathways, ample of parking spots and organised traffic management team makes it all so much easier.",175,POSITIVE,0.999636173248291
39,Mt Buller,1649.0,4.5,"Fantastic place to spend a day. Weather and snow conditions were perfect, lift queues were reasonable.",102,POSITIVE,0.9998419284820556
40,Mt Buller,1649.0,4.5,Beautiful Mt Buller. Only 3 hours from Melbourne. With Ski in Ski out accommodation and more. Wonderful staff with plenty of runs for all levels of skier.,154,POSITIVE,0.9996289014816284
41,Mt Buller,1649.0,4.5,Snow beautiful fresh and winderful experience. We visited this place hoping to ski but found the trauma of skiboot fitting hurt ankles previously fractured so to the walk carrying skis to the learning area took all strengh. Would recomment others that are less fit to get assitance to not spoil their day. Ours left us thinking we were past it but will try again only 59 so many more years left to try again,407,POSITIVE,0.5979878306388855
42,Mt Buller,1649.0,4.5,I had the best time at Mt Buller! Great mountain with plenty of runs for all levels. Stunning views and amazing atmosphere—can’t wait to return!,144,POSITIVE,0.9997788071632384
43,Mt Buller,1649.0,4.5,I just attended today 30/06 afternoon snowboard group lesson. Instructor Adam was amazing and guided us with patience. Highly recommend newbie to come and learn from him!,170,POSITIVE,0.9997510313987732
44,Mt Buller,1649.0,4.5,"Closest and most convenient location to ski in from Melbourne.

Would not recommend during school holidays in the peak season, it's absolutely over crowded.
Ideally try to go during weekdays as it's much less busy and try go early.

Overall it's a nice location to ski at and spend time with family, especially for beginners and intermediate skiers.

We also visited during summer, it was very quite and near everything was closed, but it was nice scenery and very nice walk to the peak summit.",494,POSITIVE,0.9988000392913818
45,Mt Buller,1649.0,4.5,"The first snow experience in my life unexpectedly happen in Mt Buller. Having a wonderful time here with my sister. Even there was snowstorm where riding the chairlift
Toboggan ride was very entertaining with the child’s crowd. It was a very cool and unforgettable experience. Wanna explore more if I got the chance to come next time

The documentation was taken in early of August 2024",386,POSITIVE,0.9996927976608276
46,Mt Buller,1649.0,4.5,"I have been coming to Mt Buller for over 50 years. Such a beautiful place in both winter and summer. So much to see, do and enjoy. Just returned from 11 nights with my 3 children.",179,POSITIVE,0.9997132420539856
47,Mt Buller,1649.0,4.5,"A great fun ski resort. A wide range of runs, well serviced by an excellent team of Ski Patrollers, Lifties and Instructors. Very good restaurants and another shops.",165,POSITIVE,0.9998213648796082
48,Mt Buller,1649.0,4.5,"2025, what a season! Mt Buller hosts as a great ski adventure trip! We stayed off the mountain in Merrijig but it was a quick 30 min drive to the mountain. Being able to pre-purchase everything made our experience quick and easy once we arrived and we were able to hit the slopes asap! Staff are all super friendly and helpful and keep the vibes high! Had a snack at Koflers Hutte, awesome serving of Nachos!",408,POSITIVE,0.9987391829490662
49,Mt Buller,1649.0,4.5,Would highly recommend taking a trip to Mt Buller. Such a beautiful mountain and so much to do. I will definitely be visiting again soon.,137,POSITIVE,0.999707043170929
50,Mt Buller,1649.0,4.5,"What a great experience Mount Buller was. It was below 3°C, but thanks to constantly moving and wearing the right clothing, we never got cold. What a beautiful place.",166,POSITIVE,0.9996799230575562
51,Mt Buller,1649.0,4.5,Great start to the 2025 season with a beautiful sunrise and kangaroo 🦘 hoping across the Mt Buller road.,104,POSITIVE,0.9991094470024108
52,Mt Buller,1649.0,4.5,Great ski resort just over 3 hours drive from Melbourne!,56,POSITIVE,0.9980775117874146
53,Mt Buller,1649.0,4.5,"The trip by car and driving myself from melbourne to mount buller in july was very enjoyable, beatiful snow, impressive , realy like it&love this place ..😍🥰",156,POSITIVE,0.999868869781494
54,Mt Buller,1649.0,4.5,"It’s tough to give a full 5-star rating. This was our first time skiing in Australia, and we were excited to visit Mt Buller during its 100th anniversary. To ensure good snow, we chose mid-August, one of the busiest times. However, the snow conditions weren’t as great as we hoped, likely due to the weather. Crowded areas had a lot of slush, like the lift queue areas, though the staff worked hard to maintain them. The weekend crowds led to long lift lines, and at $220 a day, I found the lift tickets overpriced. I know weekday prices are better, but for full-time workers, there’s little choice. Skiing in Australia is a unique winter experience, but overall, it didn’t fully meet my expectations.",701,NEGATIVE,0.9975831508636476
55,Mt Buller,1649.0,4.5,"Absolutely amazing
snow days are just magical kids",50,POSITIVE,0.9998828172683716
56,Mt Buller,1649.0,4.5,"3 hours drive from Melbourne CBD. There are lots of thing to do on the mountain, from generic sight seeing to skiing etc. Good food and coffee options. Free Shuttle and big car parks make the overall experience hassle free. Overall a good spot for fun and a good day trip!",272,POSITIVE,0.9987297654151917
57,Mt Buller,1649.0,4.5,"I went here in July, where the weather is super cold but i had great time on Mt.Buller. I recommend trying out the sightseeing lift for 42$, totally worth it. The toboggan is 15$ and it is really fun. If you dont ski or snowboarding, then just go up here and have fun, taking pictures, also you should do toboggan and sightseeing lift.",335,POSITIVE,0.9997298121452332
58,Mt Buller,1649.0,4.5,"11/2022

“ We're all like snowflakes, all different in our own beautiful way. “",79,POSITIVE,0.9998148083686828
59,Mt Buller,1649.0,4.5,Awesome place to visit during snow season 😀.,44,POSITIVE,0.9998596906661988
60,Mt Buller,1649.0,4.5,"We were very lucky. It snowed lots while we were there, a very beautiful place.",79,POSITIVE,0.99984872341156
61,Mt Stirling,959.0,4.6,"Sim has done a great job on the cafe and ski hire, and was really helpful and friendly to us. Patrol was super friendly and helpful as well. We camped up there for the snow storm, and skied around. It's a great place, escape the mad crowds, go for a slide on some trails, camp out.",281,POSITIVE,0.9996848106384276
62,Mt Stirling,959.0,4.6,"Rode in from King Saddle Shelter with a large group. Tracks are well signed and maintained throughout and access to the summit was clear and easily accessible. Absolutely coming back again
",189,POSITIVE,0.9996896982192992
63,Mt Stirling,959.0,4.6,"Great Snow, and views were amazing!",35,POSITIVE,0.9998780488967896
64,Mt Stirling,959.0,4.6,"It's very high. Like very high in the sky yanno.  There was no actors or list hikers this time.

Once upon I opened my door up on the summit and it was that windy it nearly got ripped off like Mary poppins with her umbrella but kind of not at all.  Yeh it's cold up there aswell quiet often.   Did I mention it's good tho? It's good 👍",334,POSITIVE,0.9227726459503174
65,Mt Stirling,959.0,4.6,"Great mountain for Cross country skiing, but can be a bit steep in sections.
Also really good for snow play and tobogganing if the snow is down to the cafe",155,POSITIVE,0.9835789799690248
66,Mt Stirling,959.0,4.6,"Beautiful mountain in all seasons. The best tree in all of Australia, Craig's Hut and 360° views across the Australian Alps. Telephone Box Junction is great parking and then just a fairly easy 4.5km walk to the summit. The camping area around Bluff Spur Hut is terrific. My favourite mountain in Australia.",306,POSITIVE,0.9997197985649108
67,Mt Stirling,959.0,4.6,"Sliim was fantastic during our trip. He drove us up and down so we didn’t have to walk or cover too many kilometers, which saved us a lot of time and energy. That made a big difference, especially when we wanted to enjoy more of our day without being worn out from long walks.

He also gave us excellent recommendations on places to go and things to do. Every suggestion was spot on and made our experience better. Sliim was always friendly, respectful, and easy to talk to, which made the whole trip more enjoyable.

We were very happy with his help and would definitely recommend Sliim to anyone looking for reliable and kind transport.",638,POSITIVE,0.999783456325531
68,Mt Stirling,959.0,4.6,"Walked the Summit Interpretive Loop (12kms and about 3 and half hours) was a great walk, Uphill to start with so watch out. Gradient eases off and become a gentle uphill. Great view back to Mt Buller and the alps once at the summit.",232,POSITIVE,0.9943934679031372
69,Mt Stirling,959.0,4.6,"Decided to do an overnight hike to Mount Stirling after realising that the Alpine National Park was closed due to the proximity of surrounding bushfires. We parked at Telephone box junction which was easially accessible via a gravel road. We had hiked to a hut and set up camp below the summit which took just over an hour. For the ease of the hike and accessibility of the track, Stirling offers magnificent panoramic to hikers and bushwalkers of all experiences levels.",471,POSITIVE,0.9977656602859496
70,Mt Stirling,959.0,4.6,A must visit when you are travelling around Mansfield area. Simply breathtaking views and plenty of things to explore including Craig’s hut.,140,POSITIVE,0.999800145626068
71,Mt Stirling,959.0,4.6,The only cafe on the entrance of Mt Stirling Ski facility. a warm place with a good food and a great coffee,107,POSITIVE,0.9995218515396118
72,Mt Stirling,959.0,4.6,"What a horrible cold place with no view.. hahaha bit of a white out when we were there.. but it was the only day she could have off. Go on a nice day and you will get awesome views. Walk up to both summits for a much different landscape views.
Even from the track you can look back at Mt Buller.
And thankyou to Mt Stirling management for moving the sign away from the tree. Its much better down by the track than near the tree.",428,POSITIVE,0.9985983967781068
73,Mt Stirling,959.0,4.6,Awesome top-of-the-world views!! Definately the best way home from Craigs Hut. Track recently graded so easy to do with a std 4wd,129,POSITIVE,0.9996309280395508
74,Mt Stirling,959.0,4.6,"Yes, loved it. Great day, great view and great trip all round",61,POSITIVE,0.9998831748962402
75,Mt Stirling,959.0,4.6,A great walk to the summit from the King Saddle Shelter.,56,POSITIVE,0.986549973487854
76,Mt Stirling,959.0,4.6,"Parking was a mess
Not recommended",34,NEGATIVE,0.9997166991233826
77,Mt Stirling,959.0,4.6,Well worth the drive. Spectacular views,39,POSITIVE,0.999875545501709
78,Mt Stirling,959.0,4.6,Great view of the expansive Victorian high country,50,POSITIVE,0.9997770190238952
79,Mt Stirling,959.0,4.6,Beautiful.. but you'll need a 4wd if driving there,50,NEGATIVE,0.8779073357582092
80,Mt Stirling,959.0,4.6,"The beauty of Buller district is that it can be raining, or even dry and Clear one day, and snowing the next. If your lucky enough to get Lots of fresh snow, there are plenty of tracks to choose from and little crowds. Many spots to camp if you're prepared to brave a cold night and take your own pack.
The staff at Telephone box junction are all friendly and very helpful. Ski patrol are out and about grooming the tracks early in the day to give you plenty of time for a quick circuit trip or more. Suits all ages, abilities and groups.
Sledding is also available close to car park and ski hire is within reasonable budget.
Some tracks are not reguarly groomed and can be difficult. Views from summit on a clear day.
There is also strong Mobile phone reception.",763,POSITIVE,0.9993770718574524
81,Mt Stirling,959.0,4.6,The views to the immediate north east and east are spectacular from the angle afforded to you by the summit of Mt. Stirling. These views are otherwise hidden by greater Stirling itself from Mt. Buller. Interesting butterflies in summer. Worth the 2 to 3 hour hike via the Howqua Gap trail. Take some warm clothing in case along with some snacks....and a thermos of coffee. Enjoy.,379,POSITIVE,0.9989306330680848
82,Mt Stirling,959.0,4.6,"A brilliant couple of days skiing, tobogganing and having fun in the snow, without any of the Buller crowds. Panda and the staff couldn't have been more helpful. Very affordable too. Perfect!",191,POSITIVE,0.9996731281280518
83,Mt Stirling,959.0,4.6,"Beautiful summers day at Mt Sterling!!!
",40,POSITIVE,0.999860405921936
84,Mt Stirling,959.0,4.6,Pushed and rode bike from Mirbah to summit. Great graded ride all the way back down,83,POSITIVE,0.9986215829849244
85,Mt Stirling,959.0,4.6,Disgusting worst experience went in shuttle bus with family not worth single penny that ski shop is ripp off making fool to every one $15 ride and $20 shows hire not worth it’s really nothing plz go to mt Buller this place for only trecking ppl not ordinary ppl. Be carefully scams.,282,NEGATIVE,0.9996707439422609
86,Mt Stirling,959.0,4.6,Pretty Speky Views,18,POSITIVE,0.9984177350997924
87,Mt Stirling,959.0,4.6,Amazing views! Great drive,26,POSITIVE,0.999876856803894
88,Mt Stirling,959.0,4.6,"This place is absolutely stunning. It is incredibly quiet up there. Not many people as it's not easy access, mainly 4WD or horse riding",135,POSITIVE,0.9988356232643129
89,Mt Stirling,959.0,4.6,"Great place for cross country skiing, bushwalks. Cost of admission during snow season can now be a bit prohibitive.",115,NEGATIVE,0.9928777813911438
90,Mt Stirling,959.0,4.6,Phenomenal views. A really special place.,41,POSITIVE,0.9998741149902344
